L,h,C_max
4,354,34.0393066406
4,357,33.10546875
4,360,32.2998046875
5,0,37.1337890625
5,3,36.4562988281
5,6,35.8703613281
5,9,35.4125976562
5,12,35.0463867188
5,15,33.2885742188
5,18,27.8869628906
5,21,24.0417480469
5,24,21.1669921875
5,27,18.9697265625
5,30,17.2119140625
5,33,15.8020019531
5,36,14.6484375
5,39,13.6779785156
5,42,12.8540039062
5,45,12.1765136719
5,48,11.572265625
5,51,11.0778808594
5,54,10.6384277344
5,57,10.25390625
5,60,9.92431640625
5,63,9.64965820312
5,66,9.41162109375
5,69,9.21020507812
5,72,9.04541015625
5,75,8.89892578125
5,78,8.7890625
5,81,8.69750976562
5,84,8.642578125
5,87,8.60595703125
5,90,8.60595703125
5,93,8.60595703125
5,96,8.642578125
5,99,8.69750976562
5,102,8.7890625
5,105,8.89892578125
5,108,9.04541015625
5,111,9.21020507812
5,114,9.41162109375
5,117,9.64965820312
5,120,9.92431640625
5,123,10.25390625
5,126,10.6201171875
5,129,11.0595703125
5,132,11.5539550781
5,135,12.1398925781
5,138,12.8173828125
5,141,13.623046875
5,144,14.5568847656
5,147,15.6555175781
5,150,16.9372558594
5,153,18.4020996094
5,156,19.9951171875
5,159,21.3500976562
5,162,21.9543457031
5,165,22.0458984375
5,168,21.8627929688
5,171,21.5881347656
5,174,21.2585449219
5,177,20.947265625
5,180,20.6359863281
5,183,20.3796386719
5,186,20.1599121094
5,189,19.9584960938
5,192,19.8303222656
5,195,19.7387695312
5,198,19.6655273438
5,201,19.6472167969
5,204,19.6472167969
5,207,19.6655273438
5,210,19.7387695312
5,213,19.8120117188
5,216,19.921875
5,219,20.0866699219
5,222,20.2514648438
5,225,20.4711914062
5,228,20.7092285156
5,231,20.9838867188
5,234,21.2951660156
5,237,21.6613769531
5,240,22.0642089844
5,243,22.5036621094
5,246,22.998046875
5,249,23.5656738281
5,252,24.169921875
5,255,24.8474121094
5,258,25.6164550781
5,261,26.4404296875
5,264,27.3559570312
5,267,28.3996582031
5,270,29.5349121094
5,273,30.7800292969
5,276,32.1899414062
5,279,33.7463378906
5,282,35.4858398438
5,285,37.4450683594
5,288,39.6057128906
5,291,42.1142578125
5,294,45.0622558594
5,297,48.6145019531
5,300,52.9174804688
5,303,58.2275390625
5,306,64.9291992188
5,309,73.5900878906
5,312,85.0708007812
5,315,101.092529297
5,318,125.573730469
5,321,145.440673828
